Plant bioelectric data log. Project: Setup
Time,Value
Channel A: ,14:55:28:044776,-0.1250019073777371,Channel B: ,14:55:27:994228,-82.48563363088427
Channel A: ,15:32:01:993342,-80.18872358281834,Channel B: ,15:32:01:942484,-0.1250019073777371
Channel A: ,15:32:02:998026,-80.18872358281834,Channel B: ,15:32:02:946453,-0.1250019073777371
Channel A: ,15:32:04:009675,-80.25122453650721,Channel B: ,15:32:03:958620,-0.1250019073777371
Channel A: ,15:32:04:921022,-80.25122453650721,Channel B: ,15:32:04:970534,-0.1250019073777371
Channel A: ,15:32:06:016111,-80.25122453650721,Channel B: ,15:32:05:965141,-0.1250019073777371
Channel A: ,15:32:06:930463,-80.26684977492943,Channel B: ,15:32:06:981525,-0.1250019073777371
Channel A: ,15:32:07:949386,-80.29028763256275,Channel B: ,15:32:08:000310,-0.1250019073777371
Channel A: ,15:32:08:968327,-80.29810025177386,Channel B: ,15:32:08:917426,-0.1250019073777371
Channel A: ,15:32:09:984268,-80.31372549019608,Channel B: ,15:32:09:933365,-0.1250019073777371
Channel A: ,15:32:11:003314,-80.3293507286183,Channel B: ,15:32:10:952264,-0.1250019073777371
Channel A: ,15:32:11:998467,-80.35278858625162,Channel B: ,15:32:11:947085,-0.1250019073777371
Channel A: ,15:32:13:015006,-80.38403906309605,Channel B: ,15:32:12:963581,-0.1250019073777371
Channel A: ,15:32:14:017195,-0.11718928816662852,Channel B: ,15:32:13:967801,-80.11841000991836
Channel A: ,15:32:15:011430,-0.11718928816662852,Channel B: ,15:32:14:961897,-79.82934309910735
Channel A: ,15:32:16:002415,-0.11718928816662852,Channel B: ,15:32:15:953123,-79.64965285725185
Channel A: ,15:32:17:000708,-0.11718928816662852,Channel B: ,15:32:16:951114,-79.53246356908522
Channel A: ,15:32:18:001947,-0.11718928816662852,Channel B: ,15:32:17:951422,-79.4152742809186
Channel A: ,15:32:18:994383,-0.10937666895551995,Channel B: ,15:32:18:944311,-79.32152285038529
Channel A: ,15:32:20:001963,-0.11718928816662852,Channel B: ,15:32:19:952448,-79.2355840390631
Channel A: ,15:32:20:994538,-0.10937666895551995,Channel B: ,15:32:20:945085,-79.1418326085298
Channel A: ,15:32:21:992070,-0.10937666895551995,Channel B: ,15:32:21:942829,-79.08714427405204
Channel A: ,15:32:22:981327,-0.10937666895551995,Channel B: ,15:32:22:932117,-78.99339284351873
Channel A: ,15:32:23:997799,-0.10937666895551995,Channel B: ,15:32:23:946902,-78.95432974746319
Channel A: ,15:32:25:021423,-0.10937666895551995,Channel B: ,15:32:24:970482,-78.92307927061876
Channel A: ,15:32:25:938430,-0.11718928816662852,Channel B: ,15:32:25:989358,-78.86057831692989
Channel A: ,15:32:26:957237,-0.10937666895551995,Channel B: ,15:32:27:008154,-78.80588998245213
Channel A: ,15:32:27:976013,-0.11718928816662852,Channel B: ,15:32:27:925090,-78.74338902876326
Channel A: ,15:32:28:995303,-0.10937666895551995,Channel B: ,15:32:28:944338,-78.67307545586328
Channel A: ,15:32:29:990527,-0.10937666895551995,Channel B: ,15:32:29:939502,-78.61057450217442
Channel A: ,15:32:31:009604,-0.10937666895551995,Channel B: ,15:32:30:958611,-78.55588616769666
Channel A: ,15:32:31:926201,-0.10937666895551995,Channel B: ,15:32:31:977128,-78.49338521400779
Channel A: ,15:32:32:945675,-0.10937666895551995,Channel B: ,15:32:32:996599,-78.43869687953003
Channel A: ,15:32:33:964362,-0.10937666895551995,Channel B: ,15:32:34:015333,-78.39182116426338
Channel A: ,15:32:34:957525,-0.10937666895551995,Channel B: ,15:32:35:008449,-78.32932021057451
Channel A: ,15:32:35:976489,-0.10937666895551995,Channel B: ,15:32:35:925552,-78.30588235294118
Channel A: ,15:32:36:995381,-0.10937666895551995,Channel B: ,15:32:36:944384,-78.28244449530786
Channel A: ,15:32:38:014616,-0.10937666895551995,Channel B: ,15:32:37:963759,-78.25119401846342
Channel A: ,15:32:38:931687,-0.10937666895551995,Channel B: ,15:32:38:982571,-78.21994354161899
Channel A: ,15:32:39:926930,-0.10937666895551995,Channel B: ,15:32:39:977807,-78.18088044556345
Channel A: ,15:32:40:945048,-0.11718928816662852,Channel B: ,15:32:40:995977,-78.15744258793012
Channel A: ,15:32:41:963470,-0.10937666895551995,Channel B: ,15:32:42:014367,-78.11056687266347
Channel A: ,15:32:42:982916,-0.10937666895551995,Channel B: ,15:32:42:932024,-78.09494163424125
Channel A: ,15:32:44:000764,-0.10937666895551995,Channel B: ,15:32:43:949849,-78.06369115739682
Channel A: ,15:32:45:020719,-0.10937666895551995,Channel B: ,15:32:44:969785,-78.05587853818571
Channel A: ,15:32:46:018032,-0.10937666895551995,Channel B: ,15:32:45:968689,-77.99337758449683
Channel A: ,15:32:46:930586,-0.11718928816662852,Channel B: ,15:32:46:981501,-77.9699397268635
Channel A: ,15:32:47:942655,-0.10937666895551995,Channel B: ,15:32:47:991959,-77.93868925001907
Channel A: ,15:32:48:942647,-0.10937666895551995,Channel B: ,15:32:48:992598,-77.91525139238574
Channel A: ,15:32:49:943014,-0.11718928816662852,Channel B: ,15:32:49:993908,-77.90743877317463
Channel A: ,15:32:50:948971,-0.10937666895551995,Channel B: ,15:32:50:998381,-77.86837567711909
Channel A: ,15:32:51:955013,-0.10937666895551995,Channel B: ,15:32:52:005493,-77.86837567711909
Channel A: ,15:32:52:972626,-0.11718928816662852,Channel B: ,15:32:53:023555,-77.84493781948576
Channel A: ,15:32:53:990648,-0.11718928816662852,Channel B: ,15:32:53:939699,-77.82931258106355
Channel A: ,15:32:54:983474,-0.10937666895551995,Channel B: ,15:32:54:933118,-77.76681162737468
Channel A: ,15:32:56:002833,-0.10937666895551995,Channel B: ,15:32:55:951959,-77.76681162737468
Channel A: ,15:32:57:019083,-0.11718928816662852,Channel B: ,15:32:56:968583,-77.73556115053024
Channel A: ,15:32:57:937025,-0.11718928816662852,Channel B: ,15:32:57:987891,-77.71212329289692
Channel A: ,15:32:58:955834,-0.11718928816662852,Channel B: ,15:32:59:006701,-77.66524757763027
Channel A: ,15:32:59:972898,-0.10937666895551995,Channel B: ,15:33:00:023748,-77.61837186236362
Channel A: ,15:33:00:991447,-0.11718928816662852,Channel B: ,15:33:00:940550,-77.58712138551918
Channel A: ,15:33:02:009617,-0.11718928816662852,Channel B: ,15:33:01:958668,-77.52462043183031
Channel A: ,15:33:03:027191,-0.11718928816662852,Channel B: ,15:33:02:976345,-77.47774471656366
Channel A: ,15:33:03:943513,-0.11718928816662852,Channel B: ,15:33:03:994409,-77.44649423971923
Channel A: ,15:33:04:961153,-0.11718928816662852,Channel B: ,15:33:05:011594,-77.40743114366369
Channel A: ,15:33:05:979049,-0.11718928816662852,Channel B: ,15:33:06:029952,-77.36836804760814
Channel A: ,15:33:06:996890,-0.11718928816662852,Channel B: ,15:33:06:945991,-77.3293049515526
Channel A: ,15:33:08:015093,-0.11718928816662852,Channel B: ,15:33:07:964233,-77.29805447470817
Channel A: ,15:33:09:033017,-0.10937666895551995,Channel B: ,15:33:08:982022,-77.27461661707484
Channel A: ,15:33:09:946666,-0.10937666895551995,Channel B: ,15:33:09:997573,-77.2433661402304
Channel A: ,15:33:10:967875,-0.10937666895551995,Channel B: ,15:33:11:018751,-77.20430304417486
Channel A: ,15:33:11:984777,-0.10937666895551995,Channel B: ,15:33:12:035658,-77.18867780575265
Channel A: ,15:33:13:000986,-0.11718928816662852,Channel B: ,15:33:12:950001,-77.15742732890821
Channel A: ,15:33:14:017888,-0.11718928816662852,Channel B: ,15:33:13:967535,-77.13398947127489
Channel A: ,15:33:15:030521,-0.11718928816662852,Channel B: ,15:33:14:979683,-77.09492637521934
Channel A: ,15:33:15:944176,-0.11718928816662852,Channel B: ,15:33:15:995023,-77.0480506599527
Channel A: ,15:33:16:960141,-0.11718928816662852,Channel B: ,15:33:17:011046,-77.01680018310826
Channel A: ,15:33:17:976666,-0.11718928816662852,Channel B: ,15:33:18:027516,-76.98554970626382
Channel A: ,15:33:18:991769,-0.10937666895551995,Channel B: ,15:33:18:940837,-76.95429922941939
Channel A: ,15:33:20:008663,-0.10937666895551995,Channel B: ,15:33:19:958025,-76.92304875257496
Channel A: ,15:33:21:003831,-0.11718928816662852,Channel B: ,15:33:20:952884,-76.88398565651941
Channel A: ,15:33:22:020349,-0.11718928816662852,Channel B: ,15:33:21:969930,-76.83710994125276
Channel A: ,15:33:23:036577,-0.11718928816662852,Channel B: ,15:33:22:985540,-76.82148470283055
Channel A: ,15:33:23:945973,-0.11718928816662852,Channel B: ,15:33:23:995206,-76.76679636835279
Channel A: ,15:33:24:945890,-0.11718928816662852,Channel B: ,15:33:24:996812,-76.75117112993057
Channel A: ,15:33:25:964130,-0.11718928816662852,Channel B: ,15:33:26:015026,-76.71992065308613
Channel A: ,15:33:26:982360,-0.11718928816662852,Channel B: ,15:33:27:033282,-76.70429541466392
Channel A: ,15:33:28:000556,-0.11718928816662852,Channel B: ,15:33:27:949683,-76.68085755703059
Channel A: ,15:33:29:018461,-0.11718928816662852,Channel B: ,15:33:28:967585,-76.64960708018616
Channel A: ,15:33:30:014319,-0.10937666895551995,Channel B: ,15:33:29:963927,-76.6027313649195
Channel A: ,15:33:31:029201,-0.10937666895551995,Channel B: ,15:33:30:978210,-76.57929350728618
Channel A: ,15:33:31:945985,-0.11718928816662852,Channel B: ,15:33:31:996879,-76.55585564965286
Channel A: ,15:33:32:962024,-0.10937666895551995,Channel B: ,15:33:33:012576,-76.52460517280842
Channel A: ,15:33:33:972359,-0.10937666895551995,Channel B: ,15:33:34:021616,-76.48554207675288
Channel A: ,15:33:34:973064,-0.10937666895551995,Channel B: ,15:33:35:023963,-76.46210421911955
Channel A: ,15:33:35:991167,-0.10937666895551995,Channel B: ,15:33:36:042076,-76.42304112306401
Channel A: ,15:33:36:990975,-0.10937666895551995,Channel B: ,15:33:37:040272,-76.37616540779736
